uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.48489505813684375, 1.311924667006395, 0.12479333487489441], [-0.4883884862418207, 1.3030181683814077, 0.12188345192694117]]"
2,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.4883884862418207, 1.3030181683814077, 0.12188345192694117], [-0.4918118132414241, 1.2940377784626664, 0.11912104571261915]]"
3,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.4918118132414241, 1.2940377784626664, 0.11912104571261915], [-0.4951674024314772, 1.2849897469433558, 0.116499818904428]]"
4,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.4951674024314772, 1.2849897469433558, 0.116499818904428], [-0.49845717372957554, 1.2758793776268107, 0.11401457570029105]]"
5,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.49845717372957554, 1.2758793776268107, 0.11401457570029105], [-0.5016825921711787, 1.2667111568755112, 0.11166119645085533]]"
6,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.5016825921711787, 1.2667111568755112, 0.11166119645085533], [-0.5048446444192355, 1.2574888540612204, 0.10943664292187989]]"
7,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.5048446444192355, 1.2574888540612204, 0.10943664292187989], [-0.5079437995454171, 1.248215598765178, 0.1073389989981756]]"
8,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.5079437995454171, 1.248215598765178, 0.1073389989981756], [-0.5109799500695518, 1.238893939062588, 0.10536755225204628]]"
9,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.5109799500695518, 1.238893939062588, 0.10536755225204628], [-0.5139523370822545, 1.2295258911083926, 0.10352290614807796]]"
10,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.5139523370822545, 1.2295258911083926, 0.10352290614807796], [-0.5168594724454977, 1.2201129950462657, 0.10180709507917536]]"
11,face_front,7,0.11,FALSE,0,face_front,7,bus,done,"[[-0.5168594724454977, 1.2201129950462657, 0.10180709507917536], [-0.5187994325143709, 1.213682138530107, 0.10071485270095946]]"
12,face_front,39,0.64,FALSE,0,face_front,39,bus,done,"[[-0.5919973416944981, 0.6835132547714053, 0.16089851207066544], [-0.48489505813684375, 1.311924667006395, 0.1247933348748944]]"
13,face_front,3,0.04,FALSE,0,face_front,3,bus,done,"[[-0.5919973416944981, 0.6835132547714053, 0.16089851207066544], [-0.6140585981204317, 0.6835132547714916, 0.12268729506211262]]"
