uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.29657374244601575, 0.6906363153983469, 0.5370703537653398], [-0.2935908230468296, 0.717074734756972, 0.5324085471051292]]"
2,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.2935908230468296, 0.7170747347569718, 0.5324085471051292], [-0.2935908230468295, 0.7415547526816247, 0.5280920594567861]]"
3,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.29359082304682954, 0.7415547526816247, 0.5280920594567861], [-0.28961359718124796, 0.7689723727572354, 0.5232575932906418]]"
4,face_front,3,0.04,FALSE,0,face_front,3,bus,done,"[[-0.28961359718124796, 0.7689723727572353, 0.5232575932906418], [-0.2856363713156666, 0.8032443978517486, 0.5172145105829615]]"
5,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.2856363713156666, 0.8032443978517486, 0.5172145105829615], [-0.2856363713156664, 0.8247868136254428, 0.5134160014524196]]"
6,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.2856363713156664, 0.8247868136254428, 0.5134160014524197], [-0.28165914545008475, 0.852204433701054, 0.5085815352862754]]"
7,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.28165914545008475, 0.852204433701054, 0.5085815352862754], [-0.27768191958450333, 0.8815804552106371, 0.5034017501082636]]"
8,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.2776819195845034, 0.8815804552106372, 0.5034017501082636], [-0.2746990001853171, 0.9060604731352895, 0.49908526245992063]]"
9,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.2746990001853171, 0.9060604731352895, 0.49908526245992063], [-0.2707217743197356, 0.9315196917769282, 0.4945961153056438]]"
10,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.2707217743197356, 0.9315196917769284, 0.49459611530564374], [-0.27072177431973565, 0.9618749140034972, 0.4892436706216984]]"
11,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.27072177431973565, 0.9618749140034971, 0.4892436706216984], [-0.2677388549205494, 0.9902717347960939, 0.48423654494962043]]"
