uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.24403673177910565, 1.4199011747115877, 0.3942785480499243], [0.24657678593178084, 1.4061475050215912, 0.3947293313037118]]"
3,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.34633953128907896, 0.4031765807594631, 0.5756368572693564], [0.3395946942371747, 0.42669678983080006, 0.5790247628296662]]"
5,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2305778120077926, 1.3854479019995372, 0.4297401640145143], [0.23502544296464178, 1.3942817040864222, 0.4189213659236221]]"
7,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.22750835184766408, 1.4533581995127038, 0.4111077895246447], [0.2267977255968202, 1.4653701515309014, 0.408102567832731]]"
9,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.33739784986428617, 0.4016208353376352, 0.5916729435881564], [0.34633953128907896, 0.40317658075946317, 0.5756368572693564]]"
11,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3468373989744667, 0.4430016043672995, 0.5607300728039918], [0.35083715784255054, 0.42527826889030634, 0.5600524916919294]]"
13,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.37500487250278375, 0.44555874643283305, 0.511040791252779], [0.36579587831941124, 0.44659681852284877, 0.526625156830206]]"
15,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.2646509780275577, 1.376176512213319, 0.37399330162950206], [0.25645630031628663, 1.3767984172652026, 0.38796758249690394]]"
17,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.2329265513377778, 1.419929469239587, 0.4135119668781768], [0.2282245973490895, 1.440466475733391, 0.41441353338575093]]"
19,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.26066818305159545, 1.404259636266765, 0.3709880799375879], [0.2685015641979502, 1.407968748817725, 0.35611223256261204]]"
21,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.35250641595845544, 0.38377588767607124, 0.5717972309676711], [0.34433765781035847, 0.38290716192714386, 0.5862522946916614]]"
23,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2740670120137911, 1.2588563269960757, 0.3990576804305796], [0.2808919462077898, 1.2619774598236635, 0.3861358677925025]]"
25,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.2488847862829256, 1.3764901024287992, 0.4011905579413272], [0.23674300646063964, 1.3734894275326328, 0.4232789373768984]]"
27,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.4283643750640559, 1.301363428405719, 0.11681651045315818], [0.4219407851137101, 1.309471405521526, 0.12508318436517865]]"
29,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2538495435344526, 1.4062188084233154, 0.3821074001976711], [0.26066818305159545, 1.4042596362667652, 0.370988079937588]]"
31,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.274520754686383, 1.273378236705433, 0.39315056608174453], [0.2740670120137911, 1.2588563269960757, 0.3990576804305796]]"
33,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.40130084441486874, 0.4035091720764922, 0.48032378083930327], [0.3915825639302021, 0.4057676728449158, 0.4963598671581032]]"
35,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.26070661317827254, 1.2864380884096565, 0.41247175259772584], [0.2595024136757106, 1.2717633820428313, 0.4197325806515036]]"
37,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3251639020898648, 1.2435129673331093, 0.3159661672766477], [0.32274914864908233, 1.2571744602354946, 0.31533086333293925]]"
39,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.32630817757627384, 1.4261986089925514, 0.24955940877113533], [0.3338169860400487, 1.427173373581504, 0.2362100164138309]]"
41,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.43517693144486386, 1.2980425723681, 0.1061879297091329], [0.42836437506405595, 1.3013634284057187, 0.11681651045315818]]"
43,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.2341569570916974, 1.4675732595201192, 0.39457907021911576], [0.2347234601888657, 1.4520082998560977, 0.39908690275698705]]"
45,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2808919462077898, 1.2619774598236635, 0.3861358677925025], [0.28081630808797026, 1.2759586992662435, 0.3813363373840744]]"
47,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3395946942371747, 0.42669678983080006, 0.5790247628296663], [0.33406746773158275, 0.42053975664622884, 0.5907695021054075]]"
49,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2497631566116365, 1.453132440224755, 0.37264095186814045], [0.25058273375701295, 1.4397332057495922, 0.37594669572924666]]"
51,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.34433765781035847, 0.38290716192714386, 0.5862522946916614], [0.33739784986428617, 0.4016208353376352, 0.5916729435881564]]"
53,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.2650586328218972, 1.435104692682201, 0.3525059665323138], [0.25867678556361456, 1.418301198293488, 0.3694854690916303]]"
55,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.25867678556361456, 1.4183011982934883, 0.3694854690916303], [0.25087295742581944, 1.4204121476064324, 0.38225766128226707]]"
57,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.39637612697491403, 0.44434872595226765, 0.47445141120143286], [0.3870804790608012, 0.4432505599707967, 0.4909392182616071]]"
59,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.23502544296464178, 1.3942817040864222, 0.4189213659236221], [0.22616727814065804, 1.4152057680718013, 0.42688520340719605]]"
61,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.27277676797619516, 1.3758929476253343, 0.3600190207620998], [0.26465097802755766, 1.376176512213319, 0.3739933016295021]]"
63,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.27516463709645883, 1.202516068851654, 0.41702515324161993], [0.2708965655812231, 1.2140564606769828, 0.42034790506284]]"
65,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.37039525300270865, 0.4252880265757837, 0.5261734360888306], [0.3788963142074398, 0.42516511336648205, 0.5114925119941542]]"
67,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.3557116136577278, 1.354477632616982, 0.22392384999648798], [0.34724117895684764, 1.356215919097708, 0.2379820596471015]]"
69,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3870804790608011, 0.4432505599707967, 0.4909392182616071], [0.37500487250278375, 0.44555874643283305, 0.511040791252779]]"
71,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3104254811740849, 1.2762674755810537, 0.3299428540382132], [0.31571200263209226, 1.2602110784051093, 0.3264486823478219]]"
73,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.22616727814065804, 1.4152057680718013, 0.42688520340719605], [0.23292655133777773, 1.419929469239587, 0.41351196687817676]]"
75,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3172984099017377, 1.2713351655999454, 0.3197779909388931], [0.31042548117408497, 1.2762674755810537, 0.3299428540382132]]"
77,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3882862314170019, 1.3345148485114506, 0.1745429118960164], [0.38156388818978904, 1.3377171855186398, 0.18505703508008836]]"
79,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3357333623704914, 0.4463020802999293, 0.5787989024589785], [0.3302711261629549, 0.4417472256689732, 0.5898660606226591]]"
81,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2495740202810656, 1.2646915789764288, 0.4394229618142871], [0.25178456746674344, 1.275819505992918, 0.4316698742314412]]"
83,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.3181267560728756, 1.2465495855027238, 0.3270839862915288], [0.3224176344885857, 1.231780275663675, 0.3248604224885529]]"
85,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2645702030231405, 1.2098824774176042, 0.4327774581718482], [0.2685771849330389, 1.198577516989775, 0.4298239009974305]]"
87,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.31876712676029745, 1.223587989056903, 0.3340723296723121], [0.31325237315427157, 1.2146436816553454, 0.34677840854646264]]"
89,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.4145878047917783, 0.38820640469606404, 0.46270667192569115], [0.39866079887767525, 0.3889359544265611, 0.4900357767788572]]"
91,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.33406746773158275, 0.42053975664622884, 0.5907695021054075], [0.3357333623704914, 0.4463020802999293, 0.5787989024589786]]"
93,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.3227491486490824, 1.2571744602354946, 0.31533086333293925], [0.3172984099017377, 1.2713351655999452, 0.3197779909388931]]"
95,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.23600839392093462, 1.43887999741698, 0.4014910801105191], [0.24310331286643927, 1.4406769237395685, 0.3885686268352868]]"
97,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.36579587831941124, 0.4465968185228488, 0.526625156830206], [0.3557996489930118, 0.4374112796957876, 0.547178450562752]]"
99,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.31571200263209226, 1.2602110784051095, 0.3264486823478218], [0.3181267560728756, 1.2465495855027238, 0.3270839862915288]]"
101,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.44417623825899094, 1.305413610994837, 0.08800124710268793], [0.448800899292236, 1.2833694599439622, 0.08776505641948772]]"
103,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3237337540788346, 1.4487091640303271, 0.24608000466113394], [0.31140106041450477, 1.4482775936625467, 0.26759305168176395]]"
105,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.38421683889677555, 0.40479762417166726, 0.5094597686579683], [0.37549546758201297, 0.40408120806540426, 0.5248182738647075]]"
107,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.36737094289800415, 1.3544967511685624, 0.2037225571372044], [0.377469818029209, 1.354475186332293, 0.18623839723560157]]"
109,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.252856922478589, 1.2897458919059164, 0.42490130570673385], [0.26070661317827254, 1.2864380884096565, 0.4124717525977259]]"
111,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.4219407851137102, 1.3094714055215257, 0.12508318436517865], [0.42234087409630183, 1.3289384416762824, 0.1175250825027598]]"
113,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3224176344885857, 1.231780275663675, 0.3248604224885529], [0.31876712676029745, 1.223587989056903, 0.3340723296723121]]"
115,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.39866079887767525, 0.38893595442656115, 0.4900357767788572], [0.4013008444148688, 0.4035091720764922, 0.48032378083930316]]"
117,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3788963142074398, 0.42516511336648205, 0.5114925119941544], [0.39084303500827866, 0.42733269940842683, 0.4900357767788577]]"
119,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2367430064606397, 1.3734894275326328, 0.4232789373768984], [0.23057781200779265, 1.3854479019995372, 0.4297401640145143]]"
121,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.2564563003162866, 1.3767984172652026, 0.38796758249690394], [0.24888478628292565, 1.3764901024287992, 0.4011905579413272]]"
123,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.45856472658667036, 1.2695720249527078, 0.075719331576258], [0.4670894387243909, 1.2732462553796184, 0.05965836511861838]]"
125,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.33095440423266753, 1.2700186283863781, 0.29658939699356734], [0.3364779573540598, 1.2555002971076572, 0.2921422693876145]]"
127,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.38197776249744964, 0.3863336802539702, 0.519849345709585], [0.38421683889677544, 0.40479762417166726, 0.5094597686579683]]"
129,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.26762499776811033, 1.2685111409674683, 0.40681076801342597], [0.26842445938723947, 1.282381964459569, 0.4005344590177887]]"
131,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.4670894387243909, 1.2732462553796184, 0.05965836511861838], [0.4621387852404052, 1.2888544863525757, 0.06272884400022574]]"
133,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.24948344306616832, 1.465584494510947, 0.3687341636686522], [0.2497631566116365, 1.453132440224755, 0.37264095186814045]]"
135,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.37549546758201285, 0.40408120806540426, 0.5248182738647075], [0.37039525300270865, 0.42528802657578374, 0.5261734360888307]]"
137,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.32419250184363735, 1.412470279842414, 0.25806521629083373], [0.32630817757627384, 1.4261986089925514, 0.24955940877113533]]"
139,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3427735407424655, 1.2470983753377833, 0.2842009700912703], [0.34121760111124905, 1.2367253940515357, 0.2905540095283461]]"
141,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.2595024136757106, 1.2717633820428313, 0.4197325806515036], [0.25842085425258154, 1.2592780746165895, 0.4260088896471404]]"
143,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.2267977255968203, 1.4653701515309014, 0.408102567832731], [0.23415695709169743, 1.4675732595201194, 0.39457907021911576]]"
145,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3599679447004675, 0.4207815566137097, 0.5458232883386289], [0.3540386542180741, 0.41083512008569406, 0.5596007709505556]]"
147,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.4787282547059493, 1.236844822685636, 0.05233645393939934], [0.4732903299172195, 1.2548462740650654, 0.05540693282100761]]"
149,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.33689317547528647, 1.2291407970331647, 0.3007188726276662], [0.3251639020898648, 1.2435129673331096, 0.3159661672766477]]"
