uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
500,face_front_left,4,0.06,FALSE,0,face_front_left,4,bus,done,"[[0.3625960851460177, 1.415108390518578, 0.3002332213908685], [0.33739444951087455, 1.3989413035073546, 0.34958512202385494]]"
501,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.390312868938412, 0.4602950513994324, 0.5889450500941344], [0.3902195309629564, 0.44796243932390084, 0.5934558607129538]]"
502,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.39049872067613195, 0.4267537533579416, 0.6004516170671264], [0.38702852217657346, 0.42210236802327294, 0.6081025066450587]]"
503,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3902195309629563, 0.447962439323901, 0.5934558607129538], [0.3929040605207892, 0.42899212867120257, 0.5954960743253509]]"
504,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.38198645831695316, 0.46314222838547636, 0.6023627480921995], [0.37563380097858234, 0.46366878092931807, 0.6131801825248531]]"
505,face_front_left,1,0.02,FALSE,0,face_front_left,1,bus,done,"[[0.3891119269592299, 0.4316757647889817, 0.601117847415123], [0.3880746355170417, 0.4464659951329179, 0.5976986555741906]]"
506,face_front_left,4,0.05,FALSE,0,face_front_left,4,bus,done,"[[0.3308689338472992, 1.4040282927132208, 0.35909369980362027], [0.35413524835024485, 1.415871046512203, 0.3146188669383453]]"
507,face_front_left,3,0.04,FALSE,0,face_front_left,3,bus,done,"[[0.3980954159911069, 0.4019021928808461, 0.5960577560616094], [0.37673041923526723, 0.39972066952140134, 0.6338323388009004]]"
508,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.36929079171341156, 1.388477296712595, 0.2980292102019231], [0.36170974504723685, 1.3677557691583828, 0.31846749698089133]]"
509,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.37625882596722227, 0.4049285780958759, 0.6328125727121754], [0.3897679244605207, 0.40479732921750694, 0.609460413194219]]"
510,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3680272839357157, 1.4107150336000434, 0.2923754438623448], [0.37055429949110746, 1.3942894324899981, 0.2937910778290012]]"
511,face_front_left,3,0.04,FALSE,0,face_front_left,3,bus,done,"[[0.3774059994333758, 0.39072892770981477, 0.6358331729430824], [0.400132096140021, 0.3871197052731704, 0.5977432253793665]]"
512,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.3421494751024112, 1.3727886627539048, 0.3505720084712413], [0.35716111704753123, 1.3700300831582368, 0.3255439059395575]]"
513,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.33739444951087466, 1.3989413035073548, 0.34958512202385494], [0.3421494751024112, 1.372788662753905, 0.3505720084712412]]"
514,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.36870614275436886, 0.4632088905916909, 0.625341420696045], [0.37048816768986564, 0.4447134485760399, 0.6287773538623856]]"
515,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.35413524835024485, 1.4158710465122026, 0.31461886693834523], [0.3618525784282859, 1.422893918709781, 0.2987754154433977]]"
516,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.36499486526924585, 1.4291622471544005, 0.2911222641254427], [0.3672691792690984, 1.4155163631552856, 0.29199531177465665]]"
517,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.37154004877543095, 0.43936113206632954, 0.6288429579985721], [0.37327806771666094, 0.421281376486332, 0.6322085183145809]]"
518,face_front_left,3,0.04,FALSE,0,face_front_left,3,bus,done,"[[0.30587494804872367, 1.481133063436157, 0.37519325025082023], [0.30628749616539463, 1.4401237240143576, 0.3889408019543684]]"
519,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.33106077447976107, 1.4228286746945924, 0.35213139289935796], [0.3308689338472992, 1.4040282927132208, 0.35909369980362027]]"
520,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.38702852217657346, 0.422102368023273, 0.6081025066450587], [0.39159253833400437, 0.40469293650420957, 0.6063369037650373]]"
521,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.36625837304694203, 1.390498909156908, 0.30256858376513196], [0.3625960851460177, 1.415108390518578, 0.3002332213908685]]"
522,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3915925383340044, 0.4046929365042095, 0.6063369037650372], [0.3957194323649826, 0.4053660564463752, 0.5989515352118172]]"
523,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.3571611170475312, 1.370030083158237, 0.3255439059395575], [0.3662583730469419, 1.3904989091569084, 0.30256858376513196]]"
524,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.4023448550177855, 0.39626244637834496, 0.5906863907092306], [0.39809541599110687, 0.4019021928808461, 0.5960577560616094]]"
525,face_front_left,3,0.05,FALSE,0,face_front_left,3,bus,done,"[[0.35197140341822264, 1.437024881496849, 0.3109067725938126], [0.33106077447976107, 1.4228286746945924, 0.35213139289935796]]"
526,face_front_left,3,0.04,FALSE,0,face_front_left,3,bus,done,"[[0.37048816768986564, 0.4447134485760398, 0.6287773538623856], [0.3871706218088643, 0.4531182113405756, 0.5969185228496603]]"
527,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3871706218088643, 0.45311821134057567, 0.5969185228496602], [0.38665197608777047, 0.46051332651254356, 0.5952089269291941]]"
528,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3756338009785823, 0.4636687809293181, 0.6131801825248531], [0.3687061427543688, 0.4632088905916909, 0.625341420696045]]"
529,face_front_left,4,0.05,FALSE,0,face_front_left,4,bus,done,"[[0.27381408621643766, 1.4418547141716131, 0.44457595734484473], [0.3006061988473446, 1.4429346317261573, 0.3977898198223923]]"
530,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.3846293490472098, 0.42103561165079156, 0.6126341922618928], [0.3745419223411033, 0.41553693915847245, 0.6320452564714472]]"
531,face_front_left,5,0.07,FALSE,0,face_front_left,5,bus,done,"[[0.32694994485424134, 1.428884633855812, 0.35711590068363414], [0.36002361243552217, 1.4454972212290735, 0.2939721332936465]]"
532,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.3393682220554563, 1.275576999805307, 0.3896713580920224], [0.3333330208095293, 1.2855625145940213, 0.39660320193684384]]"
533,face_front_left,3,0.04,FALSE,0,face_front_left,3,bus,done,"[[0.3880746355170417, 0.4464659951329179, 0.5976986555741906], [0.37154004877543095, 0.4393611320663295, 0.628842957998572]]"
534,face_front_left,4,0.06,FALSE,0,face_front_left,4,bus,done,"[[0.3153371480034926, 1.1971193836082537, 0.4589627884656944], [0.34035580044115366, 1.2244423856125422, 0.4059936464121431]]"
535,face_front_left,1,0.01,FALSE,0,face_front_left,1,bus,done,"[[0.37673041923526723, 0.39972066952140123, 0.6338323388009003], [0.3774059994333758, 0.39072892770981477, 0.6358331729430825]]"
536,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.34035580044115366, 1.2244423856125422, 0.4059936464121431], [0.34463530677917453, 1.2396949851249746, 0.39320243436341257]]"
537,face_front_left,2,0.02,FALSE,0,face_front_left,2,bus,done,"[[0.28128745177562076, 1.4367877576578811, 0.4334185907796991], [0.26898426645490564, 1.4390125298980612, 0.45394375810636334]]"
538,face_front_left,2,0.03,FALSE,0,face_front_left,2,bus,done,"[[0.3929040605207892, 0.42899212867120246, 0.595496074325351], [0.402118445361617, 0.40661947898723205, 0.5874260951589905]]"
