uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.3251591814737582, 0.5848999192735478, 0.5482368436299814], [-0.3220058057126192, 0.6075620527418001, 0.5457067595218918]]"
2,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.3220058057126192, 0.6075620527418001, 0.5457067595218918], [-0.3356185511351558, 0.6088442872678121, 0.5216766077344941]]"
3,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.33561855113515576, 0.6088442872678121, 0.5216766077344941], [-0.3389160955915262, 0.5851048175538096, 0.5243369112324238]]"
4,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.3389160955915262, 0.5851048175538096, 0.5243369112324238], [-0.3505097058883005, 0.5845946641946573, 0.5044360967582923]]"
5,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.3505097058883005, 0.5845946641946573, 0.5044360967582923], [-0.34736474520140825, 0.6069281985414806, 0.502007319095948]]"
6,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.34736474520140825, 0.6069281985414806, 0.502007319095948], [-0.3603293231511278, 0.6084040795699442, 0.47903153609707866]]"
7,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.36032932315112787, 0.6084040795699442, 0.47903153609707866], [-0.364073106228632, 0.583210772270605, 0.481431633214631]]"
8,face_front,3,0.03,FALSE,0,face_front,3,bus,done,"[[-0.364073106228632, 0.5832107722706049, 0.481431633214631], [-0.3719534502017984, 0.6076127391373558, 0.4591770267900632]]"
9,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.37195345020179826, 0.6076127391373559, 0.4591770267900632], [-0.3762482698850699, 0.5839867987332353, 0.46006996236500347]]"
10,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.3762482698850699, 0.5839867987332352, 0.46006996236500347], [-0.38836815637736516, 0.5839432150846382, 0.43909307312471113]]"
11,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.38836815637736516, 0.5839432150846382, 0.43909307312471113], [-0.3856331612140623, 0.6064860831776602, 0.4358803919713033]]"
12,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.3856331612140623, 0.6064860831776602, 0.4358803919713033], [-0.39821829039408874, 0.6074714433864896, 0.41373481763061354]]"
13,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.3982182903940887, 0.6074714433864896, 0.41373481763061354], [-0.401185906901257, 0.5854430472221811, 0.41636315623382286]]"
14,face_front,3,0.04,FALSE,0,face_front,3,bus,done,"[[-0.401185906901257, 0.5854430472221811, 0.41636315623382286], [-0.412773209617672, 0.6075830650304186, 0.38848559422039486]]"
15,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.4127732096176721, 0.6075830650304186, 0.3884855942203948], [-0.41451668589772417, 0.5835446833694148, 0.3939430352403585]]"
16,face_front,3,0.04,FALSE,0,face_front,3,bus,done,"[[-0.41451668589772417, 0.5835446833694149, 0.3939430352403585], [-0.4244888869300291, 0.6059481633775232, 0.368770000414731]]"
17,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.4244888869300291, 0.6059481633775232, 0.368770000414731], [-0.42707705466750395, 0.5834292463935807, 0.3722285476761204]]"
18,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.42707705466750395, 0.5834292463935806, 0.37222854767612035], [-0.439080630487868, 0.5831284267806269, 0.35154382971092457]]"
19,face_front,2,0.02,FALSE,0,face_front,2,bus,done,"[[-0.439080630487868, 0.5831284267806269, 0.35154382971092457], [-0.43599094696511714, 0.606281571238678, 0.34873027043924737]]"
20,face_front,1,0.01,FALSE,0,face_front,1,bus,done,"[[-0.43599094696511714, 0.606281571238678, 0.34873027043924737], [-0.4403342640307127, 0.5967255595739516, 0.3445773899771672]]"
21,face_front,12,0.19,FALSE,0,face_front,12,bus,done,"[[-0.44033426403071263, 0.5967255595739516, 0.3445773899771672], [-0.47705900813690405, 0.7443057609519744, 0.2289235246476097]]"
22,face_front,1,0.00,FALSE,0,face_front,1,bus,done,"[[-0.47705900813690405, 0.7443057609519744, 0.22892352464760976], [-0.4760162591645959, 0.7485905812010785, 0.22921856001238172]]"
23,face_front,1,0.02,FALSE,0,face_front,1,bus,done,"[[-0.4760162591645959, 0.7485905812010785, 0.2292185600123817], [-0.48435828462908664, 0.7399255768978668, 0.21782549616307267]]"
24,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[-0.48435828462908664, 0.7399255768978668, 0.2178254961630727], [-0.4775288936738237, 0.7647793327923028, 0.22088957281007734]]"
