uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.007565727118015918, 1.5958729517676036, 0.4322603622241954], [-0.014084565486139592, 1.588405802284543, 0.43357702214704213]]"
2,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.014084565486139592, 1.588405802284543, 0.43357702214704213], [-0.020318458351775433, 1.5807061100195257, 0.4349346856365169]]"
3,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.020318458351775433, 1.5807061100195257, 0.4349346856365169], [-0.026294832588880483, 1.572810723055972, 0.4363268553813253]]"
4,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.026294832588880483, 1.572810723055972, 0.4363268553813253], [-0.032041364649068996, 1.5647514380664007, 0.4377479247702057]]"
5,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.032041364649068996, 1.5647514380664007, 0.4377479247702057], [-0.0375818006658235, 1.5565533092583155, 0.4391934760703942]]"
6,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.0375818006658235, 1.5565533092583155, 0.4391934760703942], [-0.0429324748118015, 1.5482337931058356, 0.44066043123451637]]"
7,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.0429324748118015, 1.5482337931058356, 0.44066043123451637], [-0.0480994195478987, 1.5398023888203263, 0.4421471152953126]]"
8,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.0480994195478987, 1.5398023888203263, 0.4421471152953126], [-0.05307521100149998, 1.5312602352357674, 0.44365332744562574]]"
9,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.05307521100149998, 1.5312602352357674, 0.44365332744562574], [-0.057834032436257704, 1.5225991010112039, 0.4451805190929539]]"
10,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.057834032436257704, 1.5225991010112039, 0.4451805190929539], [-0.062326199433733936, 1.5138011209876678, 0.4467318403468374]]"
11,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.062326199433733936, 1.5138011209876678, 0.4467318403468374], [-0.06647603927207266, 1.5048418790836608, 0.4483115964212077]]"
12,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.06647603927207266, 1.5048418790836608, 0.4483115964212077], [-0.07018419979073175, 1.4956971737767004, 0.4499240546974527]]"
13,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.07018419979073175, 1.4956971737767004, 0.4499240546974527], [-0.07333707794390384, 1.4863531936638037, 0.4515716504985597]]"
14,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.07333707794390384, 1.4863531936638037, 0.4515716504985597], [-0.07582212194242186, 1.476816382392009, 0.45325324763570163]]"
15,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.07582212194242186, 1.476816382392009, 0.45325324763570163], [-0.07754589378750515, 1.4671184550860275, 0.45496325387669556]]"
16,face_front,15,0.25,FALSE,0,face_front,15,bus,done,"[[-0.07754589378750515, 1.4671184550860275, 0.45496325387669556], [-0.07845018214540077, 1.4573136235662334, 0.4566921102149361]]"
