uid,name,num_leds,length,reversed,offset,sub_component,num_adressable_leds,bus,status,points
1,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.2355760290111843, 1.4728457349111659, 0.39026180578915437], [0.23934908459611365, 1.4434494862742733, 0.3940933853488724]]"
3,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.23934908459611368, 1.4434494862742733, 0.3940933853488724], [0.25171732190572266, 1.4478931105895534, 0.3711039082107285]]"
5,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.25171732190572266, 1.4478931105895534, 0.3711039082107285], [0.24978540060645574, 1.4744552378874383, 0.3650828546420233]]"
7,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.24978540060645574, 1.4744552378874385, 0.3650828546420233], [0.26402680343100376, 1.4805638418870197, 0.3382617979796716]]"
9,face_front,3,0.03,FALSE,0,face_front,3,bus,done,"[[0.26402680343100376, 1.4805638418870197, 0.33826179797967165], [0.2664285798209819, 1.4470376118811512, 0.3459249570667549]]"
11,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.2664285798209819, 1.447037611881151, 0.3459249570667549], [0.2822486122490673, 1.4438406768714913, 0.31965126891947276]]"
13,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.2822486122490673, 1.4438406768714915, 0.31965126891947276], [0.27849602637128523, 1.4700321080191232, 0.3169144263701655]]"
15,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.27849602637128523, 1.4700321080191232, 0.3169144263701655], [0.2939280825372482, 1.4609800057604008, 0.29337758074615067]]"
17,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.2939280825372482, 1.4609800057604008, 0.2933775807461506], [0.29621594886936076, 1.4357739446882705, 0.29830389730680945]]"
19,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.29621594886936076, 1.4357739446882705, 0.2983038973068095], [0.30951233483826024, 1.4185854450750157, 0.2813354737310572]]"
21,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.30951233483826024, 1.418585445075016, 0.28133547373105716], [0.30902466337751544, 1.4473670197866608, 0.2720302091405896]]"
23,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.30902466337751544, 1.4473670197866608, 0.2720302091405896], [0.3223005796392689, 1.433383337662668, 0.253967048554424]]"
25,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.3223005796392689, 1.4333833376626677, 0.253967048554424], [0.3356699362517414, 1.4142843040941977, 0.23754599348427058]]"
27,face_front,2,0.03,FALSE,0,face_front,2,bus,done,"[[0.33566993625174135, 1.4142843040941977, 0.23754599348427058], [0.3220033903907529, 1.4038001644547273, 0.2649144186553803]]"
